cgpa,projects,internships,certifications,backlogs,placement
7.840837437841262,3,0,0,1,Yes
9.617865671854393,4,1,4,7,No
9.800704415003292,4,0,2,6,No
6.776946672926316,2,2,4,13,No
8.302185538237053,1,2,2,12,No
8.55793979631164,5,1,4,9,No
8.663414603138621,5,1,3,6,Yes
7.946051274437016,4,1,3,3,Yes
8.429984115121696,3,0,3,2,Yes
7.980839043530875,2,1,2,2,Yes
9.507382921201017,2,1,1,4,Yes
7.554660575161826,4,0,4,12,No
9.691067674367943,0,2,4,9,No
6.577399767546604,3,1,3,8,No
9.268155347768271,0,0,3,12,No
9.038779815055332,5,2,1,1,Yes
8.36726323825971,4,1,4,1,Yes
6.289472562360903,2,1,4,9,No
8.620841609187295,4,2,2,2,Yes
7.649444103864904,3,2,2,11,No
6.704903596083676,2,1,3,3,Yes
8.30260348211133,1,0,2,5,No
6.948954961186467,4,0,2,8,No
7.6353680015610585,0,1,3,13,No
8.077079921683968,2,0,0,6,No
9.629745504427351,0,1,0,7,No
5.7223845296542555,0,1,3,6,No
6.927533614051517,2,0,1,8,No
5.841028854296349,1,0,3,11,No
6.777586481425704,5,2,1,8,No
5.02012346839884,2,0,0,1,Yes
9.692335978765648,2,2,0,8,No
9.606650190210479,0,1,2,7,No
7.899102111381007,5,1,3,2,Yes
9.264805044367494,5,1,0,10,No
7.049491957877273,1,0,3,9,No
9.273283984123886,4,0,1,13,No
8.640710428230836,2,1,3,0,Yes
8.388417631870643,3,2,2,9,No
6.149470484342322,1,2,1,3,No
8.488587979515852,4,1,2,13,No
7.205126479415616,5,2,4,1,Yes
7.206921264581032,2,0,1,1,Yes
5.208305473856857,2,2,4,7,No
5.6417692989271835,1,0,3,13,No
6.348540013431894,1,1,4,3,Yes
7.14009859343545,5,1,4,12,No
9.379418790484062,3,1,3,4,Yes
5.545633280337173,3,1,1,5,No
6.501206518114814,4,0,3,7,No
6.847986090216663,5,0,3,1,Yes
8.039296026915249,5,2,3,4,Yes
8.893987861775887,3,2,1,8,No
8.881247942370761,0,2,3,8,No
7.154738953905952,3,0,1,4,No
7.946263550855986,4,0,2,0,Yes
8.482218256391631,5,2,0,8,No
9.127708256137563,5,0,2,12,No
6.457747209565104,0,1,1,10,No
8.584076189350544,1,1,3,13,No
6.5914285438382425,2,0,2,11,No
5.36112476876499,2,2,3,10,No
5.756236001171001,5,0,2,10,No
8.413857181218907,5,0,3,10,No
5.268457888174945,3,0,2,0,Yes
8.211314697987838,3,2,0,3,Yes
7.536789611160206,4,2,0,13,No
7.347906811318001,4,1,4,9,No
8.629047694607223,3,1,0,12,No
6.866652092914813,0,2,2,9,No
9.106354840290425,0,0,2,8,No
9.601389447230282,1,1,4,1,Yes
9.34415775520948,1,1,4,4,No
6.248990849889049,5,1,4,1,Yes
5.739792072462484,1,0,3,3,No
6.555541550788878,0,0,1,6,No
9.78692640666507,0,0,1,12,No
8.136918716419988,2,0,0,8,No
9.019913245387471,4,0,3,8,No
6.265806000094576,3,0,4,3,Yes
6.050019169270045,0,2,0,1,Yes
5.183595953130226,4,0,2,13,No
9.68969591318113,5,0,4,5,Yes
7.047269389247534,4,2,4,2,Yes
5.632932164763585,1,1,3,4,No
8.688598804224714,5,2,4,4,Yes
8.923639640774178,4,0,2,5,No
9.990150749177413,2,1,1,11,No
6.54186991419925,0,0,4,11,No
7.915373716460417,2,0,1,4,Yes
8.248342426927087,1,0,0,12,No
5.715049700709624,3,0,4,7,No
5.2139227712567235,0,2,0,5,No
5.98185075481779,0,0,4,1,Yes
9.263300328387702,2,1,3,3,Yes
5.854133958823179,5,1,4,11,No
5.352136508550378,3,2,0,0,Yes
7.326789988822181,1,1,1,6,No
7.962355924507927,4,2,0,1,Yes
9.01125754439016,1,1,3,13,No
8.491877720617447,4,1,3,1,Yes
9.801769715902335,3,1,0,1,Yes
7.879044530102202,0,0,4,7,No
9.538929600464936,0,0,0,5,No
9.203384818908628,3,0,1,13,No
5.738526460156999,5,1,0,9,No
6.587336764014363,2,1,0,10,No
8.613652537735451,2,1,1,10,No
5.208549906506013,3,0,0,13,No
9.277359706747905,3,0,2,5,No
6.011648126033844,0,1,1,8,No
7.1571595680959845,2,0,3,13,No
6.444757160708098,2,1,1,2,Yes
9.03941270071051,0,2,1,11,No
9.912605154918692,1,2,0,12,No
5.762654233927342,1,1,0,3,No
9.52242440472638,4,0,1,13,No
7.717731277078274,1,1,0,11,No
8.840278594115423,4,2,0,4,Yes
7.91060691340373,5,0,1,3,Yes
6.077783691178511,5,0,0,11,No
7.843160606629542,3,1,3,2,Yes
6.856298366559502,4,2,4,5,No
9.497751725488225,1,2,1,8,No
7.391575634800833,0,0,1,12,No
7.505756496122727,4,1,2,12,No
6.451723041154986,2,0,3,12,No
8.392714226824536,3,2,2,8,No
6.090625489090852,3,0,3,4,Yes
7.811337572110954,1,1,3,11,No
7.169547337020447,2,1,4,1,Yes
6.024912161282208,1,0,1,9,No
7.439018213857564,1,1,3,4,No
9.367967661035985,3,0,0,7,No
5.044504345491763,2,1,4,12,No
9.144876624373891,1,0,2,6,No
7.988892835644507,4,0,4,0,Yes
6.97264506074978,3,0,2,8,No
8.755596986484106,2,0,3,5,No
8.37222662944233,1,0,0,10,No
8.361699788814082,2,0,4,8,No
5.431741830652425,1,2,2,11,No
6.310576476962771,2,0,4,1,Yes
5.032541946653456,4,0,0,10,No
6.680798652717369,5,0,1,6,No
5.31459873712158,2,0,0,0,Yes
6.08161232109369,4,2,0,11,No
6.272947027337586,0,2,4,2,Yes
8.555311942383126,2,2,3,9,No
9.885230266226348,3,2,4,3,Yes
9.216281957130454,0,2,1,3,No
8.950731878046694,1,0,2,2,Yes
6.456891722859461,4,0,0,8,No
8.048425244113718,5,1,0,12,No
5.819919850529743,2,2,2,13,No
7.294647801693275,0,0,2,4,No
6.866947413230164,4,1,1,7,No
8.860648178298984,5,2,0,0,Yes
8.573239512157528,0,0,3,0,Yes
7.341490222668882,0,1,1,0,Yes
6.56876317900147,3,1,3,9,No
6.113211159014661,5,0,0,9,No
9.150220034223711,0,2,0,4,Yes
6.3538451680305945,1,2,0,11,No
6.6654903371455365,1,0,4,3,Yes
8.510293349175594,0,1,4,10,No
9.295576315391557,1,0,4,8,No
8.842564336041018,3,2,0,8,No
8.092537312611217,1,2,3,4,Yes
8.393426729326768,1,0,1,13,No
9.13654395968065,2,2,3,2,Yes
7.399760824482577,5,2,2,11,No
5.940549596168367,1,2,2,10,No
7.681915054272786,2,0,0,1,Yes
5.4114505828280075,0,1,4,10,No
8.963629275734188,3,1,2,3,No
8.804162475258417,2,1,0,5,No
9.586280508603938,5,2,4,2,Yes
5.872723285581846,4,0,1,0,Yes
8.880290207093037,0,0,1,0,Yes
5.460466280437776,2,2,2,4,No
6.508451910695419,1,1,4,13,No
9.356511757031893,1,2,2,2,Yes
5.205528314857874,0,0,1,2,Yes
6.708368443223293,0,0,2,7,No
5.448785882512942,4,1,0,12,No
6.498823172541195,5,2,0,0,Yes
7.285278470091395,1,2,4,3,No
7.805036401496882,3,1,1,11,No
5.681743507892559,0,1,0,7,No
5.391557056040563,4,1,2,4,Yes
7.302315041550711,5,2,2,11,No
8.833131697576427,3,2,2,5,No
6.71786836748589,1,2,0,6,No
9.388579791319131,5,1,2,6,Yes
5.228089443669907,5,2,3,0,Yes
6.897898578497072,0,1,0,11,No
5.106515876626355,2,0,2,7,No
7.875548835461853,2,2,4,4,Yes
6.6957484915963015,0,2,2,6,No
6.112064647656682,0,1,1,2,No
7.093465323061978,2,1,1,5,No
6.109868119711974,3,0,1,2,Yes
8.78860102840944,3,1,1,2,Yes
9.260949389423107,3,0,2,11,No
9.342457392247113,4,1,4,6,No
9.067378310716515,5,0,2,3,Yes
5.142362099232324,4,2,0,4,No
5.713758560367891,4,2,4,1,Yes
6.731334620977187,5,0,3,0,Yes
7.209615181059453,4,0,3,9,No
8.315886951766647,4,0,2,5,No
7.245042008933753,5,1,0,6,No
8.36411491491737,2,2,0,6,No
5.924237884626327,4,1,1,13,No
9.619926252307405,5,1,4,10,No
5.84627423064075,5,0,2,12,No
5.328103228968498,0,2,3,9,No
6.574146933211837,2,2,4,6,No
8.730572486062385,3,1,3,9,No
6.903526620130003,2,1,2,4,Yes
7.432950942629597,2,0,0,8,No
7.889674988365321,1,0,4,6,No
8.782034645416745,1,2,2,8,No
8.813972107564354,2,0,3,12,No
7.452648647660018,3,2,3,8,No
7.1956867114971415,2,1,0,1,Yes
9.708927247162222,0,0,0,12,No
8.440628885751545,0,1,0,5,No
8.704357358255933,1,2,4,2,Yes
5.102081727237503,1,1,2,6,No
8.886677581029515,5,2,4,8,No
7.056800995716538,2,2,3,6,No
6.18491735269688,5,2,2,5,No
8.068177532852461,4,1,3,8,No
7.907721981387791,0,1,2,3,No
7.4502525285148495,5,0,2,0,Yes
6.540829177338688,4,1,4,1,Yes
5.294121832161777,0,2,0,3,Yes
8.51738604226979,3,2,3,0,Yes
5.68544290669002,4,0,3,11,No
7.016920224754779,1,0,4,3,No
5.264285398928131,3,0,2,10,No
9.954241466662873,4,1,4,4,Yes
8.271693508887479,1,2,4,6,No
9.199456730172733,3,2,0,9,No
8.034623832722097,4,2,0,0,Yes
6.485182329795502,3,2,1,12,No
8.221191816981401,2,2,2,9,No
8.718047541384323,2,0,0,11,No
5.523857683823486,1,0,0,9,No
9.913497020689512,2,0,1,9,No
7.3766733765194195,3,0,1,6,No
8.486778218248412,3,0,4,13,No
8.651668385262298,2,0,2,7,No
9.426707994838516,3,2,1,10,No
8.187102054482494,3,1,3,4,No
9.286239557756844,1,2,4,2,Yes
7.874957967009744,5,1,1,11,No
7.32189328380888,3,0,1,5,No
7.975214021098191,3,2,2,10,No
6.762290059102198,0,2,2,2,Yes
8.276620063532,0,2,2,2,Yes
9.146248001896417,3,0,2,12,No
5.95034127910096,4,0,3,9,No
8.830077527396814,1,0,3,4,Yes
6.209025550731164,1,2,1,7,No
5.115850630046504,0,1,1,3,No
6.063922878908216,3,0,1,11,No
7.517709705900289,5,2,2,13,No
9.989625617600904,3,1,1,5,No
7.462768363596321,5,0,0,4,No
9.210613085376266,1,0,0,4,No
6.721564982592787,5,1,4,1,Yes
6.263050182358883,3,1,2,13,No
8.19494576346727,4,0,2,5,Yes
5.977368079752678,2,2,4,5,No
7.951224636128353,2,0,4,9,No
8.27670013864646,0,0,2,12,No
5.469639259446811,4,0,4,3,No
7.254853087885536,0,1,0,10,No
8.92168057812516,1,1,0,3,No
8.490402045042956,0,1,4,8,No
6.427015166526064,1,1,1,8,No
6.253068846423199,0,0,1,2,Yes
7.76775735861776,5,1,4,2,Yes
5.0846885819297585,1,0,2,3,Yes
7.040255862120883,3,2,0,5,No
7.676695903486161,0,2,1,13,No
9.429649124465353,5,2,4,9,No
6.017803247131631,4,2,3,0,Yes
5.694787565423786,3,2,2,2,Yes
8.58306432507561,3,2,2,8,No
8.41425124776011,2,1,0,5,No
7.818594716028872,4,1,0,1,Yes
6.082862932692558,4,2,4,3,Yes
8.150046648778993,4,0,4,0,Yes
6.679712750809492,3,2,1,2,Yes
6.180015242053474,4,1,2,2,Yes
9.967348109675006,4,1,2,5,Yes
7.515249395876417,1,1,1,13,No
6.139949504488799,0,1,3,12,No
7.574806734350396,2,0,3,7,No
5.0380589244711045,0,2,4,10,No
9.058650260844487,1,0,0,4,Yes
7.499061687962258,4,1,0,9,No
6.425620048770379,2,0,3,2,Yes
8.160678317981127,5,2,1,1,Yes
6.563301042420443,0,2,3,4,No
9.564259528010385,2,1,0,6,No
7.8678370236327435,1,0,2,9,No
7.763747628045556,4,1,2,0,Yes
7.2825633159709815,1,0,1,7,No
7.104525751470101,3,0,4,10,No
8.789735031737841,3,0,3,1,Yes
5.947299927538976,5,1,1,0,Yes
6.9223042968679005,3,0,4,2,Yes
6.546613179037284,1,2,2,8,No
5.574906642452619,2,1,3,7,No
7.548571897303358,1,1,4,2,Yes
5.625119902339838,0,0,0,5,No
9.636687958679317,3,2,1,9,No
7.917261739484527,2,2,1,12,No
6.543417924631742,4,0,3,7,No
6.180987485781329,2,1,1,8,No
9.026395916713476,4,2,2,4,Yes
8.015465664749511,0,0,3,0,Yes
6.6740314311208255,4,2,2,0,Yes
7.871772378023497,5,1,1,4,Yes
5.35285627785366,4,2,3,1,Yes
8.292580455288828,1,0,2,9,No
8.515511827919354,3,2,3,5,Yes
7.814071569178298,2,1,4,13,No
8.208515672491096,1,1,1,7,No
5.4336804412657695,3,0,1,0,Yes
7.693296418534606,5,2,1,10,No
7.272991339450465,4,1,4,7,No
7.384133821962049,3,2,2,10,No
5.617578129416232,1,0,0,1,Yes
6.7913060511669165,4,1,2,3,Yes
9.26736387331946,0,0,2,3,Yes
6.288448163988155,5,1,1,0,Yes
6.46729795423672,5,2,3,7,No
5.759180598793858,5,0,3,9,No
7.291134352712221,4,0,4,5,No
7.265978906831173,4,1,1,12,No
5.611907107910897,3,2,3,5,No
9.573130984281395,0,1,1,10,No
7.733614161452776,0,2,1,5,No
6.98608957086778,1,1,1,7,No
8.102630102488893,2,1,4,2,Yes
8.33869139382558,2,0,0,0,Yes
7.199360375757752,5,2,4,1,Yes
8.45041040665722,2,1,3,1,Yes
5.150425592176212,2,2,3,3,No
8.599016924350781,2,2,2,11,No
9.645494133802645,5,0,1,10,No
6.336231877902479,2,2,4,5,No
5.21812675784966,3,2,2,0,Yes
6.367605812035849,4,1,3,6,No
8.005852326359104,3,1,2,9,No
8.69161290355494,3,2,0,7,No
5.267230524987728,2,1,1,10,No
9.442575511976735,4,1,2,11,No
8.086940354721088,1,1,4,13,No
8.767774577001754,4,0,4,7,No
8.502433123707464,3,0,2,8,No
8.29032181469277,1,2,2,0,Yes
7.956254233246735,1,2,4,12,No
6.597772959699565,1,2,4,9,No
8.614624700682825,2,1,2,10,No
8.066409055870697,2,0,2,2,Yes
6.753952843771813,3,2,1,8,No
9.453558058099388,5,1,4,4,Yes
9.81972152905675,3,2,2,13,No
5.571839712346246,3,0,0,11,No
5.649443125871763,4,0,0,4,No
9.593686944758128,4,0,3,3,Yes
5.589936770956532,2,2,0,3,No
9.677931613505196,2,2,4,13,No
7.648701312377424,4,0,0,3,Yes
8.813247722568706,5,1,1,4,Yes
8.572250253986606,2,2,3,13,No
5.6168345117659815,1,2,3,10,No
7.239093449260555,2,1,3,8,No
5.845744142441344,1,1,4,13,No
8.925380334110589,0,2,4,12,No
5.153091963743653,5,1,4,8,No
5.454731030183621,4,0,1,1,Yes
5.265492232751344,5,0,2,8,No
9.093294807747275,2,2,0,10,No
9.342530374185479,5,2,2,4,Yes
9.662822294055749,2,1,3,11,No
8.66208918800665,2,1,0,12,No
5.629784583984283,4,2,1,7,No
9.17593867839854,2,2,2,13,No
9.339277041481939,3,0,0,9,No
8.946762341552342,5,2,1,4,Yes
5.883847890305426,1,2,1,0,Yes
8.654275215088502,0,2,2,8,No
7.399076058893851,4,1,1,4,No
9.610035472921314,3,0,2,11,No
7.990977385777077,0,1,0,12,No
5.1182938221035545,0,1,2,4,No
8.460727041602956,4,0,1,6,No
8.053505688627522,3,2,4,5,No
6.033023998579505,3,0,4,10,No
6.114975932801521,1,0,0,0,Yes
8.230366438200802,1,2,4,11,No
8.364078801386292,2,0,3,10,No
5.443655896605229,1,2,2,7,No
8.674707047844924,2,1,4,5,No
5.012131200546835,2,0,1,1,Yes
7.708423325102504,4,2,3,3,Yes
5.6761470874477284,4,1,1,9,No
7.6520798719963,2,0,2,3,No
5.419986188309266,1,0,2,11,No
8.75893238731823,4,2,4,10,No
9.998724471716699,4,2,1,6,No
6.613149821078915,2,2,3,10,No
9.845733769045506,2,1,4,11,No
6.304820344232642,5,2,1,1,Yes
8.43850894401826,0,2,1,8,No
7.5164661441744265,4,0,2,7,No
8.342354031396738,3,0,0,5,No
5.131040562159523,2,0,3,12,No
5.458594130732192,3,2,4,6,No
6.936381614706508,4,0,1,4,No
9.485541625395872,3,1,2,1,Yes
8.737180962788251,1,1,3,4,No
8.646815270772516,4,0,0,4,Yes
9.15751084494273,4,2,4,12,No
9.506978295932539,0,0,0,11,No
6.4606205028250985,1,0,4,6,No
7.946527950121441,5,1,3,1,Yes
9.049714579403165,2,0,1,8,No
5.038723740220313,2,0,3,13,No
8.60935609346517,1,2,4,12,No
6.195959872586309,4,2,1,10,No
6.533621458819956,0,0,0,8,No
9.88732020678396,1,0,2,2,Yes
7.4631719553799245,1,0,3,10,No
8.846592703519256,2,0,4,1,Yes
9.254825638315047,1,0,3,2,Yes
9.505250662288335,4,2,1,9,No
9.252191987828672,3,2,2,13,No
9.392213669731914,2,1,0,0,Yes
9.951921893290681,3,0,1,5,No
8.613594683221198,3,1,2,4,Yes
9.343038682828237,1,0,4,4,Yes
5.617613933010349,4,1,4,7,No
5.0600161649969895,3,0,4,0,Yes
6.198649969767464,5,1,4,1,Yes
9.325244878649999,3,2,0,6,No
7.406078656963142,4,2,0,9,No
5.188202359262856,4,0,4,7,No
9.684298497303189,0,2,0,11,No
